sample_uid,gold_label,comment,source,script
37508,sexual,"এই ব্যক্তিটাকে আশা করি সবাই চিনেন?সে পরকাল কে বিশ্বাস করে না""কারণ সে যেটা চোখে দেখে না সেটা বিশ্বাস করে না!আমার প্রশ্ন,সে যে জন্ম নিছে তার বাবা থেকে সেটা তো সে দেখে নাই তাহলে তার বাবা থেকে জন্ম নিছে সেটা বিশ্বাস করে না!তাহলে তার জন্মদাতা কে?নিশ্চয় সে জারজ,যেহেতু তার বাবার জন্ম সে বিশ্বাস করে না!এমন জারজ মেয়ের কাজ থেকে এর চেয়ে ভালো কিছু আশা করা যায় না!দেশ ও বংশগত মুসলিম হলেই সে প্রকৃত মুসলিম নয়,যারা মনে প্রাণে ধর্মকে লালন করে তারাই হলো প্রকৃত মুসলিম!তোর মত নষ্ট মেয়ে মুসলিম হিসেবে কখনও পরিচয় দিবি না!",facebook_44001,bangla
40391,abusive,"ও প্রিয়া ও প্রিয়া তুমি কোথায়,, আসিফ ভাই এর গানটি মনে পড়ছে।",facebook_44001,bangla
83870,none,Lol.. Vuter mukhe ram nam.,banth,romanized
20606,religious,নাস্তিক জাহান্নামী,facebook_44001,bangla
20437,religious,"বিবিসি আর প্রিয়ারা একই মুদ্রার এপিঠ ওপিঠ! দখলদার ইহুদীবাদী, উপনিবেসবাদী খ্রিষ্টান, হিন্দু গোরক্ষক, উগ্র বর্মিজ বৌদ্ধ সন্ত্রাসীদের নিয়ে বিবিসি যেমন পক্ষপাতদুষ্ট, প্রিয়ারাও তাদের বিষয়ে নিস্চুপ থাকে। হাজার প্রমানিত অপকর্ম করেও তারা ভিকটিম সাজে। তবে শীঘ্রই তাদের যুগ শেষ হতে চলছে,,।",facebook_44001,bangla
36499,abusive,পাগলের ঘরের পাগল,facebook_44001,bangla
36921,sexual,জারজ সন্তান পতিতালয়. Xxx করে,facebook_44001,bangla
8330,none,ইনশা'আল্লাহ।,facebook_44001,bangla
34485,abusive,কমেন্ট পড়তে আসচি বাড়ারা,facebook_44001,bangla
93304,sexual,দুদ করা,multilabel_12557,bangla
41744,abusive,পর্দা সীলহলে আরো বালো লাগত Nice pic,facebook_44001,bangla
53567,threat,তরে আমার অনেক ভালো লাগতোতোর এই কথা শুইনা তরে জুতা দিয়া বাইরাইতে মন চাইতাছে ইয়াবা খাস নাকি তুই বাওর,multilabel_12557,bangla
50776,abusive,আমার মত ফ্যানের পাখা কয়টা গুনতে ছিলেন কে কে,multilabel_12557,bangla
74494,abusive,"Tumar dadar desh palaicho kano, sahos thake to deshe aso, dekhi kamon biker patha.",banth,romanized
67661,sexual,abr bole amr jamai kotota nillojjo hote pare baidani gula,banth,romanized
78578,none,tor jonnoito holo.. Kno guli nh kore ora amni bujiye bolte partona. Kno abr bgb police diye martechis,banth,romanized
13204,sexual,আপু প্যান্ট পরতে কি ভুলে গেছেন? আর বুক তো খোলা। কি দরকার ছিল হাত ঢাকা যদি প্যান্ট না থাকে বুক খোলা থাকে।,facebook_44001,bangla
34622,abusive,আমি শোকে বালিশ ভিজিয়েছি NH Anik দাদা,facebook_44001,bangla
18417,none,বাতাসে চুল গুলো যদি সরে যায় কি ভয়ানক দৃশ্য দেখতে হবে রাসেল ভাই :-D,facebook_44001,bangla
24627,religious,"ফেসবুক প্রোফাইল হ্যাক করার দায়ে আল্লাহ এর কাছে বিচার দিলেন? আপনি তো পরকালেই বিশ্বাসী নন। ইমানের সাতটি বিষয়ের একটিতেও কেউ অবিশ্বাসী হলে সে কাফির হিসেবে পরিগণিত। আর হ্যাঁ, আমরা সকলেই জানি মহান আল্লাহ তায়ালা ক্ষমাশীল। কিন্তু তাই বলে একজন কাফিরকে আল্লাহ তায়ালা যে নিশ্চয়ই ক্ষমা করে দিবেন এ ব্যাপারে এতো নিশ্চিত হলেন কিভাবে? আপনিতো মহান আল্লাহ তায়ালাকে ভয় করেন না, ভয় করছেন মূলত ফেমাসিটি হারাবার। আর আপনি এভাবে কেন বলছেন যে, ""আমি যদি কোনো ভুল করে থাকি?"" আপনি কি এখনো এটা নিয়ে সন্দিহান যে আপনি কোনো ভুল করেছেন কিনা? আপনার বলা উচিত ছিল, ""আমি ভুল করেছি এবং খুব জঘন্য ভুল ছিল সেটি। ""Robin..",facebook_44001,bangla
56374,none,Salute Suman bhai,banth,romanized
64534,none,Sorkar poro tak,banth,romanized
61409,none,hingshai more jaytese,banth,romanized
33399,none,অভিনেতা - অভিনেত্রীদের মধ্যে পরকালের বিশ্বাস থাকে নারে ভাই।থাকলে তারা প্রতিনিয়ত এমন পাপ কাজের মধ্যে ডুবে থাকতো না।সো যার পাপ সে বুঝবে।সে জবাব দিবে আল্লাহর কাছে।আমরা এভাবে গালি দিলে আমাদের ও গুনাহ হবে এটা বুজা উচিত।সুন্দর ভাষায় ও কিছু বুঝানো যায়।গালিগালাজ করে নয়,facebook_44001,bangla
82362,abusive,betpeer number one..,banth,romanized
22548,sexual,ছামা কবির চুদি,facebook_44001,bangla
29609,sexual,সাফা কবির মাগি তুরে যদি পাইতাম কি করত্তাম যে দেখতি,facebook_44001,bangla
34063,sexual,"সাফা ক্রাশ ছিলি তুই,এখন তুরে বাঁশ ও দিতে ইচ্ছে করতেছেনা,বাঁশে যে মাইন্ড করবেতুর হোগায় ঢোকার কারণে।",facebook_44001,bangla
62537,none,Ei policegulare o eivabe guli kore mara hok,banth,romanized
483,none,Bagladesh er worst internet service dey teletalk,banth,romanized
75351,none,"Alhamdulillah, ekta shantir onuvuti..",banth,romanized
50059,none,হতাশ আমি খুব হতাশ হতাশ আমি খুব হতাশ,multilabel_12557,bangla
63702,none,Sob thik ase kintu amar prosno desh Zara lutece atodin. jemon MP ra benzir er moto hajar hajar amla ase Zara lokkho koti takar sompod pachar kore desh aj tolanite thekece tar ki hobe??,banth,romanized
42607,none,দেখা হয়ে গেছে,facebook_44001,bangla
84122,abusive,Guskhor trafik rasta theke soraw,banth,romanized
92382,threat,এদের গনপিটুনি দেওয়া উচিত,facebook_44001,bangla
75951,none,[EMOJI] bravo students,banth,romanized
83387,none,voye akon abultabul bole,banth,romanized
57002,abusive,Tar baba maa takey shikhay nai kar shathe kibhabe kotha bolte hobe. Ekdin tar ei beyadobir jonno ekdin tar uchit shikhkha hobe,banth,romanized
92205,religious,"নব্য নাস্তিক__ [HASHTAG] জারজ_কবীর সে বলেছে যে, আমি যা দেখি না তা বিশ্বাস করি না, ভালো কথা, তাহলে তার কথায় প্রমাণ হয় যে, সে তার বাবা মায়ের অবৈধ সন্তান জারজ সন্তান।কারণ সে কার বির্য দিয়ে তার মায়ের গর্ভে এসেছিলো এটা তো সে দেখেনি। তাই তার উচিৎ এটাও বিশ্বাস না করা করা যে সে তার বাবা মায়ের বৈধ সন্তান",facebook_44001,bangla
74187,none,Desh e asen alochona kori.. [EMOJI],banth,romanized
53689,none,এর বিচার হওয়া উচিতকিন্তু দুঃখজনক হলেও সত্যি হবে না,multilabel_12557,bangla
24923,religious,নাস্তিকের বাচ্ছা নাস্তিক তুই বিশ্বাস করলেওও কি! না ক র লেও কি??,facebook_44001,bangla
34575,none,আহা.. [EMOJI] ️,facebook_44001,bangla
56763,religious,Tui j soitan jonogon ta bujhe,banth,romanized
21075,religious,"ওর পুরো পরিবার নাস্তিক,তবে প্রধানমন্ত্রীর কাছে পরিবার",facebook_44001,bangla
19739,none,আলহামদুলিল্লাহ খুবই ভালো উদ্যোগ নিশ্চয়ই আল্লাহ আমাদের সাথে আছে,facebook_44001,bangla
84784,none,Amra aponader soke sokahoto sadharon zonogon ekhon buzhte partesi mul ghotona notun sorkar gothoner age aponara satro netader Sathe miting Kore foisala koren eta notun banglades garar zonne khub dorkar,banth,romanized
5520,none,রানুদির মুখ থেকে তো কখনই মেয়ের বদনাম শুনিনি তাহলে আপনারা কেনো ওনার মেয়েকে নিয়ে বাজে কথা বলছেন,bd_shs,bangla
67942,none,[EMOJI] pagol a ki na koy sagol a ki na khay,banth,romanized
44012,none,নাটক টা দেখার অপেক্ষায় রইলাম,facebook_44001,bangla
28789,religious,"বুঝ এখন ১০ টাকা জিনিস হয়ে বাংলার মানুষের ইমানে আঘাত করলে কি হয়, তর দিন শেষ, এ দেশের মানুষ তরে কুত্তার মূল্যও দিব না, পাসা কবির তুই যে নাস্তিক সবাই বুঝে গেছে, তর পরিবারটা অনেক সুন্দর, এবার দেশ থেকে যা,",facebook_44001,bangla
76199,none,"Shob jaiga theke eishob baje lokder boycott kora hok, students ra egiye jao",banth,romanized
20199,sexual,"ভাই কেও খারাপ কমেন্ট করিবেন না।ও তো ""সিনিয়র বেশ্যা"" আর বেশ্যার দ্বারা সব কিছুই বলা সহজ।ওরা, ফেমাস হবার জন্য শত শত বার বিছানা গরম করতে প্রস্তুত",facebook_44001,bangla
71600,none,Sobi ai vav a live a asa Desh ta sundor korta hoba ins hallah,banth,romanized
82060,none,Aktu comment gulo poriyen tahola bujben apnar asstan kotai ?kub valo vabtam apnake apnito omanus,banth,romanized
29693,abusive,সাফা আন্টি..চোরের মায়ের বড় গলা.. কথাটার সত্যতা তোমার কার্যকলাপ দেখলেই বোঝা যায়..এবারের অস্কার তুমিই পাইবা।সাথে নোবেল পুরস্কাটাও তুমারেই দেওয়া উচিত।কত সুন্দর নাটক করো তুমি.ধর্ম নিয়েও শেষ বেলায় এসে নাটক করলা।,facebook_44001,bangla
94082,none,বিরাল টা আপনার মত ই কিউট,multilabel_12557,bangla
88280,none,Koto natok korte pare re bhai.. Nije der opokormo jeno bairer manush dekte na pare tai Facebook off korbe..apnara ki mone koren manush ato e boka..buje na kisu..,banth,romanized
38122,none,আপনি আপনার ভুল বুঝতে পারার জন্য ধন্যবাদ কিন্তু পুরা জাতির কাছে আপনাকে ক্ষামা ছাওয়াটা দরকার ছিল,facebook_44001,bangla
72079,none,BNP Awami same same,banth,romanized
81605,none,"Mr sumon vaia apnar vlo vabsilam,, aeibar apnar asol rupta deklam,, apnar somoy o beshi r nei jati apnake dekhaiya dibe,, joy satro somaj",banth,romanized
12357,abusive,অতিরিক্ত গাঁজা সেবনে যা হয় কলম সন্ত্রাসী থেকে তাই হয়েছে।,facebook_44001,bangla
53301,abusive,জাতির ক্রাশ দেখি একটু সাইট দেন আমি খেলবো,multilabel_12557,bangla
36919,religious,"তোরা কি বুঝে কি করছির জানিস না রে ভাই, তোরা সাঈদীকে অপমান করছির, অপমান করছির আল্লাহ কে, কোরআন কে তোদের সবাই মাপ করলে ও একজন করবে তিনি আল্লাহ, তোরা আখিরাতের চিন্তা কর, এ কুত্তার বাচ্চা তুই তো মানুষের বাচ্চা না শেয়াল কুকুর জন্ম দিছে তোকে না হলে এরকম পোস্ট করতে পারতি না, নাস্তিকের বাচ্চা নাস্তিক",facebook_44001,bangla
15957,religious,"তুই না পরকালের বিশ্বাস করিস না,, তোর বাবা যে তোর মাকে বিয়ে করছে ওটা কী দেখছেলি? নিশ্চয় না, সুতরাং বোঝা যাচ্ছে যে তুই তোর বাবার মেয়ে ওটাও বিশ্বাস করিস না।ফলাফল: তুই একটা তোর বাবার যারজ সন্তান, নাস্তিক মেয়ে, হারামজাদা,",facebook_44001,bangla
40626,sexual,মাগি কে,facebook_44001,bangla
92894,threat,পরিচালকে জুতা পিটা করা দরকার সালা বলদ,facebook_44001,bangla
18537,none,মাহফুজুর রহমানের পর নোবেলই বিশ্বের একমাত্র সেরা শিল্পী..আমি নোবেল কেই ভালোবাসি।,facebook_44001,bangla
28476,religious,তুর মত গুন্ডা কে আল্লাহ্ ক্ষমা করবেনা..তুই আজকে থেকে নাস্তিক নাম্বার ওয়ান..,facebook_44001,bangla
64184,none,PLEASE DOYA KORE EMOM KAJ GULO KORVENNA..,banth,romanized
7697,religious,সাফা কবিরের একটি প্রশ্নের উত্তরে তার পেজে যে হারে সুযোগের অভাবে থাকা সৎ ফেসবুক সিরাজউদ্দৌলার মতো হুজুদের কমেন্ট তাতে মনে হৈতেছে তারা এসব গালাগাল কমেন্ট করেই বেহেস্ত নিশ্চিত করবে! নাস্তিকদের বুঝানোর আগেএসব বোকাচোদাদের কে বুঝানো উচিত নাস্তিক্যবাদ নিজের ব্যাপার কিন্তু অন্যের ধর্মবিশ্বাসের উপরে বিদ্বেষপূর্ণ আচরণ অন্য জিনিস।সাফা কবির যাস্ট নিজের মতামত প্রকাশ করেছে বলেই যদি তার গালাগাল খেতে হয় তাহলে সাফা সাথে তাদের মতো বোকাচোদা মোমিনের পার্থক্য কোথায়!,facebook_44001,bangla
49922,abusive,তর জায়গা অইতনা,multilabel_12557,bangla
49462,none,আমি আপনার দলকে মনে প্রানে ভালোবাসি আপনি আমার ফলোটা ব্যাক দেননি আশাকরি ফলোটা ব্যাক দিবেন এবং আমাকে সাপোর্ট করবেন,multilabel_12557,bangla
47501,abusive,ও বলে বি করবে বি ও সুহিই গেছে মরে কেও৷ ধর,multilabel_12557,bangla
74670,none,Tui k re pgl [EMOJI] bhoot er mukhe ram nam [EMOJI],banth,romanized
33189,none,ধন্যবাদ আপনাকে।মহত্বের পরিচয় দিলেন।আর্টিস্টরা এমনই হয়..,facebook_44001,bangla
29887,religious,সিফাতউল্লাহ এবং সাফাকবির দুজনেই নাস্তিক। দুজন ভাল একটা জুটি হবে। আর দেরি না করে সাফা তুমি সিফাতের কাছে চলে যাও,facebook_44001,bangla
51663,none,ইয়ারা মেহেরবান ইয়ারা মেহেরবান,multilabel_12557,bangla
41579,threat,"যুগে যুগে অনেক মানুষ আসবে যাবে,,আচ্ছা কেউ যদি একটা খারাপ ভিডিও ভাইরাল করে আলোচনায় আসে তাহলে কি সে সুপার স্টার হয়ে যাবে? আলমের মতো এইসব পুটিমাছ জায়েদ ভাইয়ের পিছনে হাজার হাজার পাড়ে আছে,,কই জুতা আর কই তাজ,,এখন সময় আছে আপনারা মাথার তাজকে মাথায় রাখার চেষ্টা করেন,,তুমি আলম ডিস ব্যবসায়ী আর জায়েদ ভাই ঢাকা বিশ্ববিদ্যালয় থেকে অনার্স মাস্টার্স করেছে,,তার সম্মানিত আলাদা,,আর কই অশিক্ষিত আলম। আমাদের দেশে ঢাকা বিশ্ববিদ্যালয়ের ভর্তি হওয়ার জন্য লাখ লাখ ছেলে মেয়ে আশায় থাকে হাতে গোনা কয়েকজন চান্স পায়,,ঢাকা বিশব্বিদ্যালয়ে পড়তে হলে অনেক মেধাবী হতে হয়,,সবার এরা বোঝা উচিৎ,, আর বাংলাদেশ শিল্পী সমিতির পর পর দুইবার সাধারণ সম্পাদক জায়েদ ভাই এটা কারো পক্ষে সম্ভব না,,তাই জায়েদ ভাইকে সবার সেলুট দেওয়া উচিৎ,, তুই বেটা আলম জায়েদ ভাইয়ের সাথে টক্কর নেস,,তুই তো ঠিক মতো কথাই বলতে পারোছ না,,তুই আবার হিরো হাস্যকর,,আমার মনে হয় হিরো তোরে ভাই রহিঙগা বললেও রহিঙগাদের অপমান করা হবে,,তোর এখনও সময় আছে জায়েদ ভাইয়ের কাছে মাপ চা,",facebook_44001,bangla
31734,religious,নাস্তিকের জন্মের নাস্তিক।,facebook_44001,bangla
4046,sexual,তোমার কত টাকা লাগবে আমি দিবো একরাত,bd_shs,bangla
25530,religious,"নিজের ভুল যখন নিজে বুঝছেন কিছু করার নেই।তবে বাংলাদেশ ইসলামের দেশ, এদেশে কোন নাস্তিকের জায়গা নেই।।",facebook_44001,bangla
3116,none,আসলে ওবায়েদুল কাদের খুবই একজন ভালো মানুষ না হলে তিনি এতদিনে হাজার কোটি টাকার মালিক হতে পারতেন।,bd_shs,bangla
31129,sexual,অভদ্র হয়েছে জনি সাফারি প্রেমে..তাই..কাছে আসোনা আরো কাছে আসোনা,facebook_44001,bangla
76255,none,andolon cilo andolon hobe jokone dekbo jekane onnay otthchar hosse,banth,romanized
83142,none,tumra khub bhalo chilo yar proved dite hobe,banth,romanized
28815,religious,"সে তোমার যে প্রব্লেমই থাকুন হিন্দু আর নাস্তিকদের নিয়ে। সেটা অন্য ব্যাপার এখানে সে ব্যপারে কথা বলি নি। সাফা নাস্তিক না আস্তিক সে কথা চুলোয় যাক। ও ভেবে বলেছে, আর না ভেবে বলেছে সেটা ও বুঝবে। ও ২৪ঘন্টা ধর্ম কর্ম করুক বা নাস্তিকদের মত থাকুক। সেটা মূল কথা না। কথা হল এদেশের শান্তি প্রিয় লোক জন কারও ব্যক্তিগত মতামত বা বিশ্বাসের সম্মান তো দূরের কথা। তাকে একে বারে হেনস্তার শেষ সীমায় নিয়ে ছাড়ে। লজ্জা তো একদমই এদের নেই। এটা একদমই মিথ্যে কথা নয়। তার প্রমান তো বারবারই দিচ্ছে।",facebook_44001,bangla
6999,none,ধন্যবাদ ক্ষমা প্রার্থনা করে বক্তব্য দেওয়ার জন্য। আল্লাহ্ ক্ষমাশীল তিনি আপনাকে নিশ্চয়ই ক্ষমা করবেন। ভবিষ্যতে ইসলাম সম্পর্কে না জেনে কোন কথা বলা থেকে বিরত থাকুন।,facebook_44001,bangla
23813,none,তার লেখার ভাবভঙ্গীও ভালো না।সে নাকি কোন ভুল করিনি।যাহোক আল্লাহ তাকে হেদায়েত করুন।,facebook_44001,bangla
52546,none,তোমাকে আমি ভালোবাসি তোমাকে আমি বিবাহ করতে চাইতোমার কি সারাজীবন সুখী রাখবো টিকটক চ্যানেলের সাথেইতি ভালোবাসার লাল গোলাপ থেকে তোমরা পরিচিত পেয়েছিলে সেই,multilabel_12557,bangla
37341,none,আপু আপনার গানটা অসাধারণ আমি আপনার খুবই প্রিয় একজন বক্তা,facebook_44001,bangla
43809,abusive,একটু গাজা দে,facebook_44001,bangla
10587,religious,নাস্তিকরা এমনটাই বলবে।,facebook_44001,bangla
81714,none,Ki bolbo vasa khuje pacchi na,banth,romanized
83119,none,Tora Dore Antey hope. Aa-gee,banth,romanized
57191,sexual,Nari jatir kolonko ai mea ai ki hindhu naki musul man buja kosto kor tar dress up dekhe tini mone hoi nijeke naika porimonir cuto bun vaben,banth,romanized
49888,abusive,বদমাইস বেডি,multilabel_12557,bangla
23053,abusive,মিথিলার পোস্ট দেখা মানে আমার আবার Covid-18 চেক করা!!,facebook_44001,bangla
63143,none,police upor asta ace manuser. manonio prodanmontri bolen.kno je bolen tah janina.police adeshr grinnito prosason.tar karon tader criteria,banth,romanized
89469,none,"Pagol naki, ore dhor, dhoira remand e de, sob thik hoya jaibo",banth,romanized
13461,sexual,তোদের মত মাগিরা একালই পছন্দ করে৷,facebook_44001,bangla
51212,abusive,পারলে যতন কইরা বুক পিন্জ্ঞারায় গান নাচ দেন,multilabel_12557,bangla
2260,none,এই ঘটনা মিন্নি ঘটিয়েছে,bd_shs,bangla
3101,none,অপেক্ষার পর পাইলাম ভাইয়া আপ্নার ভিডিও অস্থির হইছে ভাই ��,bd_shs,bangla
75092,none,Aigula kora akdom Thik hoi Nai,banth,romanized
17889,religious,তর সৃটকরতে নেই আরে কুততার ও সৃটিকরতা আছে তুইত কুততার টেয়ে খারাপ,facebook_44001,bangla
49723,none,বিএনপি আসবেই ইনশাআল্লাহ,multilabel_12557,bangla
59322,none,akjon police ki ak jon k ai vabe ai kothay bolte hobe,banth,romanized
48902,sexual,আরো একটু ওপরে হাত দিয়ে দিলে ভালোই হবে,multilabel_12557,bangla
14860,sexual,"যেহেতু তুই কিছু না দেখলে বিশ্বাস করিস না, আমিও তো তুকে কাপড় ছাড়া দেখি নাই,কিভাবে বিশ্বাস করব এখন তুই ছেলে না মেয়ে।",facebook_44001,bangla
75663,none,Ahare jibon. Agy shobai dipo moni shathe selfie neowar jonno request korto onek unoshtane r akhon??,banth,romanized
33214,none,প্রমান হলো প্রধানমন্ত্রীর নির্দেশেই গ্রেফতার..আবার প্রধানমন্ত্রীর নির্দেশেই মুক্তি !তারপরও বলি আলহামদুলিল্লাহ্,facebook_44001,bangla
79335,abusive,Chappur podottek chai,banth,romanized
17687,none,আলহামদুলিল্লাহ অসাধারণ,facebook_44001,bangla
89266,none,Egula student er jonnoi hoice..,banth,romanized
21231,religious,নাস্তিকের বিরুদ্ধে সবাই আওয়াজ তুলুন,facebook_44001,bangla
83988,none,khub bahloo khotha bolchen,banth,romanized
9614,abusive,একজন প্রতিবন্ধীর কথায় কান দিতে নেই,facebook_44001,bangla
78371,none,Je mayer buk khali korcoc oder ki vabe pirai diben,banth,romanized
92826,threat,ও কে উচিত শিক্ষা দেওয়া দরকার মৃত্যুদণ্ড,facebook_44001,bangla
63454,none,Jody oboido dokabaj killer hasina khomotay aste na pare tahole police kukurer moto lathi khabe awmiliger hathe mirjafor mujib theke jati rokkha peyesilo oboido killer hasina theke jati k rokkha korte hole jamat abbasi foyjul korim mamunul hujurer moto lokder ak hoite Hobe,banth,romanized
76462,abusive,Bnp jamat chi na new chi [EMOJI],banth,romanized
82159,abusive,Tumi shotontro parthi hoye jonogon tomak vote dise dalali korar jonne na. Tomak boycott korlam. Tumi khuni shorkar er sathe haat milaiso..,banth,romanized
89543,abusive,Ore hospital er gate nia kan doira dara koria juta dea petan.r cakre teke borkasto kore or sob tk jobddo koro,banth,romanized
71543,none,"Eivavei,dui ekta morle prblm nai,etto beshi corruption j dui ekta re dead na korle bhoy dhukbe na, sobai sadharon dokandar,bebsai der sathe daraben.",banth,romanized
70400,none,Boycott india hasina,banth,romanized
19627,none,আফা খোলা মেলা থেকে আপনাকে বোরকাতেই সুন্দর লাগে,facebook_44001,bangla
29275,sexual,শালার মাগি,facebook_44001,bangla
16632,abusive,যাও এখন হেগে আসো।,facebook_44001,bangla
60271,none,"Apnader onek geyan tai 16 bochor dore nirjaton korar sujog diyechen, r akhon abar arek ottachari dol k ante chacchen",banth,romanized
56963,abusive,Ey meya jaa akta bosti take asce tar proman ey meyar babohar ci [EMOJI],banth,romanized
27358,abusive,"যারা যারা কমেন্ট পড়তে আইছেন তাদের জন্য বাংলাদেশ কমেন্ট রিডার্সএসোসিয়েশনের পক্ষ থেকে এক বালতি চেয়ার আনছি ।বসেন বসেন ,বইসা যান।",facebook_44001,bangla
38566,none,কমেন্ট পড়তে আসলাম..আর কে কে কমেন্ট পড়ার জন্য এখানে?,facebook_44001,bangla
14452,threat,কমেন্ট ডিলেট কইরা লাভ নাই।।কয়টা কমেন্ট ডিলেট করবা..বুজো নাই পাবলিক কি জিনিস..,facebook_44001,bangla
88361,none,Allah tumi to shob e dekho bichar chai egular,banth,romanized
81960,abusive,Tui Sona Miya ja,banth,romanized
20361,none,বাই আমি আপনারে খুব মিস করি।,facebook_44001,bangla
2950,none,মাছিহ দাজ্জাইল হোলো দেওয়া বাগী,bd_shs,bangla
35299,abusive,তকে জুতার বাড়ি দিতে হবে,facebook_44001,bangla
31206,religious,"তখন কি ভাবে বলছিলি তোর ভক্ত ছিলাম সব নাটক দেখতাম তুই যে এ ধরনের কথা বলবি তা ভাবি নাই নাস্তিক একটা তুই,, তোকে দেশ ছাড়া করা উচিত,,আর সবাইকে বলছি ওর নাটক আজ থেকে দেখো না।।",facebook_44001,bangla
39456,abusive,এর চেয়ে ভাল ব্রা ছাড়া শুধু পেন্টি পরে ফটো আপলোড দিলে ওয়েস্ট্রান গার্ল লিখে কমেন্ট করে ঘুমিয়ে যাব,facebook_44001,bangla
21384,none,জয়হোক মানবতার -দোয়া ও শুভকামনা রইল বভালোবাসা অবিরাম,facebook_44001,bangla
76901,abusive,"Noor EKTA jogonno butper ,take Remande gorom dim therapi dewar Jonno abedon janacci,",banth,romanized
91853,abusive,শয়তানের খারা ঝিলকি,facebook_44001,bangla
27788,none,হিরো আলম ভাই।আপনার অনেক অনেক মানুষের মনে জায়গা করে আসেন,facebook_44001,bangla
80710,none,Manus take valo vabchilam [EMOJI],banth,romanized
53385,abusive,সেই মাল ফিগার টা সেই,multilabel_12557,bangla
33438,none,"ঠিক,কতা",facebook_44001,bangla
28120,abusive,একটা ছাগী ও অাছে !,facebook_44001,bangla
63412,none,"Onek taka sorease dolgulo, Bedese taka pease",banth,romanized
75331,none,Police eder k eto nirapotta kno dicche bujlamna!!hujur der k to kokhno eivabe nei nai.,banth,romanized
29826,religious,সাফা কবির নাস্তিক কে বাংলাদেশ থেকে বের করে দেওয়া হোক,facebook_44001,bangla
94085,abusive,অপূর্ব সুন্দর লাগছে টিকটকের মহারানী,multilabel_12557,bangla
79384,none,Vipnurke dewya hok naki sob dalal desha,banth,romanized
80585,abusive,Tuw je Mayer pa chata golam ta proman Howe gelo,banth,romanized
68782,abusive,Tor ma ashuk kosom oi din e jaiya oree airport ei kopay raikha ashum,banth,romanized
20414,abusive,ছবির সাথে ছবি মিলাইতে পারোআমার সাথে তোমাকে মিলাইতে পারোনা,facebook_44001,bangla
13218,sexual,পরিমাগী,facebook_44001,bangla
75798,religious,Aie Kulanggar Nasttik Mohilatikey Shovai TooToo Nikkep Koroon,banth,romanized
45122,none,"ভাই ওইদিন রিয়াদ ভাই আর তামিম ভাই বলল যে, ""মুশফিকের অবস্থা তো খারাপ, বেচারা ব্যাটিং প্রেকটিস না করতে পারলে তো পাগল হয়ে যায়""। তো ভাই কোয়ারেন্টাইনে কি ব্যাটিং প্রেকটিস চলতেছে??",facebook_44001,bangla
81396,abusive,Ci ci ci sumon vai ato kharap apni,banth,romanized
48085,none,তোমার এ বিডিও টা আমার অনেক ভালো লাগছে আর কত বার দেখচি আমি নিজেও জানি না,multilabel_12557,bangla
47244,abusive,উরিয়ে নিয়ে যাইবো তো,multilabel_12557,bangla
47718,abusive,এই চোখ বন্ধ কেউ নজর দিবি না,multilabel_12557,bangla
29832,religious,শেষ জামানার নাস্তিক।,facebook_44001,bangla
76408,none,Kon rajnoitik dol niye bosche?!,banth,romanized
23849,none,পরকালে বিশ্বাস করেন না আবার আল্লাহ্ কাছে ক্ষমা চাইলেন কিভাবে? আমি যদি কোনো ভুল করে থাকি এটা আবার কেমন কথা?? আল্লাহ্ কাছে স্ট্যাটাস দিয়ে ক্ষমা চাইবেন আর ক্ষমা করে দিবেন। হাহাহাহাহাহা! কি মেয়ে এটা। মানুষের কাছে ক্ষমাপ্রার্থী হয়ে লাভ নাই। যদি অনুতপ্ত হন তাহলে আল্লাহ্ কাছেই কান্নাকাটি করুন নামাজে। [EMOJI],facebook_44001,bangla
72425,none,Or meye nai ?,banth,romanized
88079,none,natok kom koro prio !!,banth,romanized
64239,none,dorbetto mane? somman deye bolon noyle apnader o ak e hal hobe opore othe lafan na,banth,romanized
75650,none,Becar ki hoba?,banth,romanized
53291,none,আপনি কি আমারে ফলো ব্যাক দিবেন আমি আপনাকে লাইক বেশি শেয়ার করছি বুঝছেন আপনি আমারে ফোন দিয়েন,multilabel_12557,bangla
82507,abusive,Tui akta mukhush dari shoyton,banth,romanized
16370,sexual,ওর মতো একটা বেশ্যাকে নিয়ে কথা বলতে লজ্জা বোধ করতেছি,facebook_44001,bangla
35083,none,অবাক রিয়াদ me!!,facebook_44001,bangla
67778,none,Manus Ato kharap kivabe hote pare..Allah Tumi ader hedaed koro [EMOJI],banth,romanized
12961,religious,এই বাংলার মাটিতে নাস্তিক মূরগী কবিরের বংশধরকে যেন কবর না দেওয়া হয়।,facebook_44001,bangla
67808,abusive,Dur ei meye naki Sundori muker face ekdom gul rutir moto ager bow ta masha Allah,banth,romanized
77851,none,"Hasinar dosor o agent ra roye geche,..buje nen ai lok kar, eke dhorte hobe..khune police der ekjon.",banth,romanized
90812,abusive,[EMOJI] O akhono baicha aci keno..?,banth,romanized
18858,threat,এ-ই রকম মেয়ে রা জাতির জন্য কাল সাপ!! ওকে সবাই দরে আগে জুতা পিটা করা হোক তার পর আইনের আওতায় আনা হোক,facebook_44001,bangla
